age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
34,Local-gov,Masters,14,Never-married,Prof-specialty,White,Male,35,<=50K
37,Private,Assoc-voc,11,Separated,Prof-specialty,White,Female,32,<=50K
36,Private,Bachelors,13,Never-married,Exec-managerial,White,Male,60,<=50K
32,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,White,Male,45,>50K
41,Private,Bachelors,13,Never-married,Adm-clerical,Asian-Pac-Islander,Male,50,<=50K
40,Federal-gov,Some-college,10,Never-married,Adm-clerical,White,Female,40,<=50K
48,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Black,Male,56,<=50K
37,Private,HS-grad,9,Never-married,Transport-moving,White,Male,40,<=50K
62,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,44,<=50K
58,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
23,Private,Bachelors,13,Never-married,Tech-support,White,Male,40,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,>50K
36,Self-emp-not-inc,Bachelors,13,Never-married,Craft-repair,White,Male,40,<=50K
52,Private,5th-6th,3,Married-spouse-absent,Craft-repair,White,Male,40,<=50K
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
47,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,33,<=50K
28,Private,Bachelors,13,Never-married,Tech-support,White,Female,35,<=50K
46,Private,Bachelors,13,Divorced,Adm-clerical,White,Male,40,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,>50K
23,Local-gov,HS-grad,9,Never-married,Protective-serv,White,Male,45,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
37,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Female,40,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,White,Female,18,<=50K
