age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
45,Private,5th-6th,3,Divorced,Transport-moving,White,Male,40,<=50K
44,Private,Some-college,10,Divorced,Adm-clerical,White,Female,40,<=50K
29,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,40,>50K
36,Private,HS-grad,9,Never-married,Sales,White,Male,60,>50K
62,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
36,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,40,<=50K
50,Private,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,40,>50K
37,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,White,Male,40,>50K
67,Private,Some-college,10,Divorced,Adm-clerical,White,Male,35,<=50K
44,Private,HS-grad,9,Divorced,Adm-clerical,White,Female,40,<=50K
20,Private,Some-college,10,Never-married,Craft-repair,White,Female,40,<=50K
37,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Female,40,<=50K
56,Federal-gov,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,<=50K
32,Private,Some-college,10,Divorced,Exec-managerial,White,Female,30,<=50K
32,Private,HS-grad,9,Never-married,Adm-clerical,Black,Female,35,<=50K
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,70,<=50K
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,60,<=50K
38,Private,Some-college,10,Divorced,Craft-repair,White,Male,40,<=50K
66,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,White,Male,40,>50K
33,Private,Some-college,10,Divorced,Machine-op-inspct,Black,Male,40,<=50K
29,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
37,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Female,40,<=50K
33,Private,Some-college,10,Married-spouse-absent,Craft-repair,White,Male,40,<=50K
23,Private,Bachelors,13,Never-married,Tech-support,White,Female,40,<=50K
60,Private,Masters,14,Never-married,Exec-managerial,White,Female,35,<=50K
43,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,>50K
31,Private,HS-grad,9,Never-married,Sales,White,Male,40,<=50K
21,Private,HS-grad,9,Never-married,Other-service,White,Female,20,<=50K
39,Private,10th,6,Married-civ-spouse,Handlers-cleaners,White,Male,45,<=50K
34,Private,Bachelors,13,Never-married,Other-service,White,Male,40,<=50K
18,Self-emp-not-inc,11th,7,Never-married,Adm-clerical,White,Female,20,<=50K
63,Private,Preschool,1,Married-civ-spouse,Prof-specialty,Other,Male,30,<=50K
25,Private,Bachelors,13,Never-married,Exec-managerial,White,Male,40,<=50K
22,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,40,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
24,Federal-gov,HS-grad,9,Never-married,Adm-clerical,White,Female,40,<=50K
77,Private,Bachelors,13,Never-married,Prof-specialty,White,Female,10,<=50K
24,Private,Bachelors,13,Never-married,Tech-support,White,Male,50,<=50K
19,Private,11th,7,Never-married,Machine-op-inspct,White,Male,60,<=50K
32,Private,Assoc-acdm,12,Divorced,Sales,White,Male,48,<=50K
22,Private,HS-grad,9,Never-married,Craft-repair,White,Male,40,<=50K
55,Private,HS-grad,9,Divorced,Exec-managerial,White,Female,40,<=50K
29,Private,HS-grad,9,Never-married,Sales,White,Female,40,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,42,<=50K
47,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,37,>50K
