age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Black,Female,40,<=50K
35,Private,Some-college,10,Married-civ-spouse,Sales,White,Male,55,>50K
56,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,<=50K
24,Federal-gov,Some-college,10,Divorced,Adm-clerical,Black,Female,25,<=50K
26,Private,Some-college,10,Never-married,Transport-moving,Black,Male,75,<=50K
20,Private,11th,7,Never-married,Transport-moving,White,Male,15,<=50K
41,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,65,<=50K
41,Private,Some-college,10,Divorced,Sales,White,Male,45,<=50K
34,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,>50K
68,Private,9th,5,Divorced,Farming-fishing,Black,Male,20,<=50K
17,Private,11th,7,Never-married,Handlers-cleaners,White,Male,15,<=50K
20,Federal-gov,Assoc-voc,11,Never-married,Adm-clerical,White,Female,36,<=50K
29,Private,Bachelors,13,Never-married,Exec-managerial,White,Female,45,>50K
28,Private,Bachelors,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,30,<=50K
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
21,Private,HS-grad,9,Never-married,Other-service,White,Female,33,<=50K
18,Private,Some-college,10,Never-married,Adm-clerical,White,Female,15,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
63,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Black,Male,40,<=50K
35,Private,Bachelors,13,Never-married,Prof-specialty,White,Male,40,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,60,>50K
61,Private,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,40,>50K
37,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Black,Male,35,>50K
60,State-gov,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,<=50K
31,Private,Some-college,10,Married-civ-spouse,Sales,White,Male,57,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,75,<=50K
39,Federal-gov,9th,5,Married-civ-spouse,Machine-op-inspct,White,Male,40,>50K
48,Private,Some-college,10,Divorced,Exec-managerial,White,Male,50,>50K
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
49,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
25,Private,11th,7,Never-married,Adm-clerical,Black,Female,40,<=50K
31,Private,Masters,14,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,25,>50K
23,Private,HS-grad,9,Never-married,Sales,White,Male,70,<=50K
60,Local-gov,Some-college,10,Widowed,Exec-managerial,White,Female,40,<=50K
37,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,72,>50K
28,Private,Some-college,10,Never-married,Sales,White,Male,40,<=50K
46,Private,Assoc-acdm,12,Divorced,Prof-specialty,White,Female,50,<=50K
32,State-gov,Some-college,10,Never-married,Protective-serv,Black,Female,40,<=50K
37,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
33,Private,11th,7,Never-married,Craft-repair,White,Male,65,<=50K
27,Private,Bachelors,13,Never-married,Prof-specialty,White,Female,50,>50K
27,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
33,State-gov,HS-grad,9,Never-married,Transport-moving,White,Male,40,<=50K
22,State-gov,Some-college,10,Never-married,Prof-specialty,White,Female,20,<=50K
47,Private,Some-college,10,Divorced,Sales,White,Male,55,<=50K
32,Private,Some-college,10,Never-married,Adm-clerical,Other,Female,40,<=50K
49,Private,Bachelors,13,Never-married,Other-service,Asian-Pac-Islander,Female,35,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
19,Private,Some-college,10,Never-married,Machine-op-inspct,White,Male,40,<=50K
50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,80,<=50K
39,Private,Some-college,10,Married-civ-spouse,Sales,White,Male,55,>50K
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,45,<=50K
26,Local-gov,Bachelors,13,Never-married,Adm-clerical,White,Male,42,<=50K
31,Private,10th,6,Divorced,Craft-repair,White,Male,38,<=50K
27,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,88,<=50K
49,Federal-gov,Some-college,10,Divorced,Exec-managerial,White,Female,50,<=50K
44,Private,Masters,14,Divorced,Exec-managerial,White,Male,45,>50K
59,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,35,>50K
20,State-gov,Assoc-acdm,12,Never-married,Prof-specialty,White,Male,30,<=50K
30,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Male,50,<=50K
19,Private,Some-college,10,Never-married,Other-service,White,Female,10,<=50K
44,Private,7th-8th,4,Divorced,Handlers-cleaners,White,Male,48,<=50K
42,State-gov,11th,7,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
80,Self-emp-not-inc,7th-8th,4,Married-spouse-absent,Farming-fishing,White,Male,15,<=50K
25,Private,Masters,14,Never-married,Prof-specialty,White,Male,35,<=50K
48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
23,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
38,Private,Doctorate,16,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,60,>50K
22,Private,HS-grad,9,Married-spouse-absent,Sales,White,Male,40,<=50K
50,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
47,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
29,Private,HS-grad,9,Separated,Protective-serv,White,Male,55,<=50K
84,Local-gov,Assoc-voc,11,Widowed,Adm-clerical,White,Female,14,<=50K
27,Private,Bachelors,13,Never-married,Adm-clerical,White,Female,40,<=50K
23,Private,Some-college,10,Never-married,Farming-fishing,White,Male,30,<=50K
25,Private,Bachelors,13,Never-married,Prof-specialty,White,Female,50,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
19,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,20,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,45,>50K
34,Private,Some-college,10,Never-married,Other-service,White,Male,40,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,60,<=50K
31,Private,9th,5,Never-married,Sales,White,Male,43,>50K
26,Private,HS-grad,9,Divorced,Exec-managerial,White,Female,40,<=50K
30,Private,HS-grad,9,Separated,Other-service,White,Male,40,<=50K
40,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
52,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,44,>50K
46,State-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,White,Male,40,<=50K
30,Private,Bachelors,13,Never-married,Prof-specialty,White,Female,40,<=50K
30,Private,HS-grad,9,Divorced,Adm-clerical,Black,Male,40,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,>50K
48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,60,<=50K
47,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
55,Private,HS-grad,9,Divorced,Craft-repair,White,Male,40,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,40,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Black,Male,40,<=50K
