age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
20,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,50,>50K
30,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Male,50,<=50K
84,Local-gov,Assoc-voc,11,Widowed,Adm-clerical,White,Female,14,<=50K
19,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,20,<=50K
18,Private,11th,7,Never-married,Other-service,Black,Male,8,<=50K
55,Private,HS-grad,9,Divorced,Craft-repair,White,Male,40,<=50K
20,Private,11th,7,Never-married,Transport-moving,White,Male,15,<=50K
20,Private,Some-college,10,Never-married,Sales,Black,Female,36,<=50K
60,State-gov,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,70,<=50K
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
65,Private,Some-college,10,Separated,Adm-clerical,White,Female,38,<=50K
55,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Female,40,<=50K
32,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Female,45,<=50K
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,70,<=50K
49,Private,Bachelors,13,Divorced,Exec-managerial,Black,Female,60,>50K
26,Private,Some-college,10,Never-married,Transport-moving,Black,Male,75,<=50K
30,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
25,Private,Masters,14,Never-married,Prof-specialty,White,Male,35,<=50K
36,Private,Some-college,10,Divorced,Other-service,White,Female,40,<=50K
26,Private,Bachelors,13,Never-married,Craft-repair,Black,Male,40,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Tech-support,White,Female,24,<=50K
21,Private,HS-grad,9,Never-married,Other-service,White,Female,20,<=50K
29,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,White,Male,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,>50K
49,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,40,<=50K
38,Private,1st-4th,2,Married-spouse-absent,Adm-clerical,White,Male,40,<=50K
24,Private,Bachelors,13,Never-married,Sales,White,Male,40,<=50K
35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,White,Male,40,<=50K
60,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,20,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,White,Male,45,<=50K
19,Private,Some-college,10,Never-married,Other-service,White,Female,10,<=50K
19,Private,Some-college,10,Separated,Sales,White,Female,25,<=50K
57,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,50,>50K
32,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,44,<=50K
24,Private,Some-college,10,Never-married,Machine-op-inspct,White,Male,30,<=50K
17,Private,10th,6,Never-married,Handlers-cleaners,White,Male,26,<=50K
