age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
21,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,38,<=50K
19,Private,HS-grad,9,Never-married,Other-service,White,Male,16,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,39,<=50K
44,Local-gov,Some-college,10,Married-civ-spouse,Other-service,White,Male,40,<=50K
26,Private,Prof-school,15,Married-civ-spouse,Protective-serv,White,Male,38,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,45,<=50K
44,Private,10th,6,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,38,<=50K
17,Private,Assoc-acdm,12,Never-married,Exec-managerial,White,Male,38,<=50K
24,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,>50K
44,State-gov,12th,8,Married-civ-spouse,Adm-clerical,White,Male,37,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,24,<=50K
18,Private,Some-college,10,Married-civ-spouse,Transport-moving,Black,Male,39,<=50K
17,Local-gov,Bachelors,13,Married-spouse-absent,Craft-repair,Black,Male,40,<=50K
29,Private,10th,6,Never-married,Exec-managerial,White,Male,40,<=50K
18,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,White,Male,41,>50K
17,State-gov,HS-grad,9,Divorced,Adm-clerical,White,Female,38,<=50K
36,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Tech-support,White,Female,39,<=50K
18,Private,10th,6,Married-civ-spouse,Other-service,White,Male,41,<=50K
63,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,39,<=50K
27,Private,Assoc-voc,11,Married-civ-spouse,Sales,White,Male,39,<=50K
18,Private,HS-grad,9,Never-married,Adm-clerical,Other,Male,39,>50K
38,Federal-gov,9th,5,Married-civ-spouse,Other-service,White,Female,40,>50K
17,Self-emp-not-inc,10th,6,Never-married,Exec-managerial,White,Male,40,<=50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,White,Female,38,>50K
17,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,9,<=50K
17,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,White,Male,36,<=50K
41,Local-gov,9th,5,Divorced,Exec-managerial,White,Male,39,<=50K
59,Private,7th-8th,4,Married-spouse-absent,Craft-repair,White,Male,39,<=50K
18,Local-gov,Bachelors,13,Married-civ-spouse,Sales,Other,Female,23,<=50K
17,Self-emp-not-inc,Some-college,10,Divorced,Other-service,White,Male,38,<=50K
