age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
62,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,White,Female,39,>50K
26,Private,HS-grad,9,Never-married,Other-service,White,Female,64,<=50K
24,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,41,<=50K
29,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,White,Male,44,<=50K
60,Private,12th,8,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,49,<=50K
28,Private,9th,5,Married-civ-spouse,Handlers-cleaners,White,Male,21,>50K
26,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,42,<=50K
35,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Male,39,<=50K
59,Private,10th,6,Married-civ-spouse,Sales,White,Male,19,<=50K
65,Private,Some-college,10,Divorced,Handlers-cleaners,Other,Male,40,<=50K
18,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,White,Female,66,<=50K
52,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,44,>50K
35,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Female,46,<=50K
34,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,40,>50K
19,Self-emp-inc,12th,8,Never-married,Sales,White,Female,24,<=50K
20,Private,Bachelors,13,Never-married,Machine-op-inspct,White,Male,39,<=50K
40,Private,Some-college,10,Never-married,Adm-clerical,White,Female,23,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,44,<=50K
45,Private,Bachelors,13,Never-married,Craft-repair,White,Male,37,<=50K
63,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Black,Female,66,>50K
58,Private,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,46,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,46,<=50K
52,Private,10th,6,Separated,Craft-repair,White,Male,63,>50K
61,Private,Some-college,10,Never-married,Adm-clerical,White,Male,46,>50K
48,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Black,Female,21,<=50K
59,Private,Masters,14,Married-civ-spouse,Sales,White,Male,63,>50K
21,Private,Assoc-voc,11,Divorced,Exec-managerial,White,Male,42,>50K
31,Local-gov,12th,8,Separated,Exec-managerial,Black,Male,47,>50K
17,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Black,Male,17,<=50K
17,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,48,<=50K
17,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Female,45,<=50K
47,Private,Some-college,10,Divorced,Transport-moving,White,Male,39,<=50K
30,Local-gov,12th,8,Married-civ-spouse,Adm-clerical,White,Male,37,<=50K
48,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,White,Male,44,<=50K
27,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,18,<=50K
29,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Male,42,<=50K
37,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,41,<=50K
25,Private,Assoc-acdm,12,Never-married,Adm-clerical,White,Male,40,<=50K
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,21,<=50K
70,State-gov,Doctorate,16,Married-civ-spouse,Protective-serv,White,Male,46,<=50K
30,Private,Bachelors,13,Never-married,Sales,White,Male,44,<=50K
35,Private,1st-4th,2,Never-married,Exec-managerial,White,Male,67,<=50K
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,39,<=50K
18,Private,HS-grad,9,Divorced,Armed-Forces,White,Male,35,<=50K
19,Self-emp-inc,Some-college,10,Never-married,Sales,White,Male,39,<=50K
32,Private,Assoc-voc,11,Married-spouse-absent,Transport-moving,White,Female,45,<=50K
27,Private,Bachelors,13,Never-married,Handlers-cleaners,White,Male,16,<=50K
35,Private,Doctorate,16,Married-civ-spouse,Protective-serv,White,Male,37,<=50K
59,Private,HS-grad,9,Widowed,Prof-specialty,White,Male,36,>50K
17,State-gov,1st-4th,2,Married-civ-spouse,Exec-managerial,White,Female,45,<=50K
17,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,46,<=50K
31,Private,Assoc-acdm,12,Never-married,Transport-moving,White,Male,16,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,65,<=50K
26,Private,HS-grad,9,Never-married,Priv-house-serv,White,Male,46,<=50K
38,Private,Prof-school,15,Never-married,Handlers-cleaners,White,Male,47,<=50K
17,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Black,Male,71,<=50K
25,Private,5th-6th,3,Married-civ-spouse,Sales,White,Male,38,<=50K
37,Private,Masters,14,Divorced,Adm-clerical,White,Male,44,<=50K
25,Self-emp-inc,HS-grad,9,Never-married,Transport-moving,White,Male,49,>50K
17,Private,1st-4th,2,Never-married,Exec-managerial,White,Female,39,>50K
46,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,45,<=50K
38,Private,10th,6,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,49,>50K
29,Private,Some-college,10,Divorced,Machine-op-inspct,White,Male,69,>50K
38,Private,11th,7,Married-civ-spouse,Other-service,Other,Male,43,<=50K
28,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,42,<=50K
33,Local-gov,HS-grad,9,Divorced,Adm-clerical,White,Male,23,<=50K
24,Local-gov,HS-grad,9,Never-married,Prof-specialty,White,Male,38,<=50K
40,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,17,<=50K
45,Private,HS-grad,9,Never-married,Craft-repair,Black,Male,47,<=50K
18,Private,HS-grad,9,Widowed,Craft-repair,White,Male,42,<=50K
38,Private,Bachelors,13,Divorced,Machine-op-inspct,White,Male,51,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,63,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,64,<=50K
65,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,49,>50K
34,Private,12th,8,Married-civ-spouse,Machine-op-inspct,White,Male,47,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Black,Female,44,<=50K
