age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
60,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,30,>50K
39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
48,Self-emp-not-inc,Assoc-acdm,12,Divorced,Machine-op-inspct,Black,Male,45,>50K
51,Local-gov,Bachelors,13,Never-married,Adm-clerical,Black,Male,25,<=50K
67,Private,HS-grad,9,Never-married,Prof-specialty,White,Female,40,>50K
57,State-gov,Some-college,10,Never-married,Adm-clerical,Black,Male,40,>50K
61,Private,Assoc-acdm,12,Never-married,Prof-specialty,White,Female,30,<=50K
52,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,White,Female,25,<=50K
42,Federal-gov,Bachelors,13,Never-married,Craft-repair,White,Female,45,>50K
36,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,55,>50K
51,State-gov,Bachelors,13,Divorced,Prof-specialty,Black,Female,40,<=50K
35,Federal-gov,HS-grad,9,Never-married,Sales,White,Male,55,<=50K
20,Private,10th,6,Married-civ-spouse,Other-service,White,Female,35,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Sales,White,Female,55,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,<=50K
54,Private,HS-grad,9,Divorced,Sales,White,Male,45,>50K
22,Private,10th,6,Married-civ-spouse,Other-service,White,Male,55,>50K
42,Private,HS-grad,9,Divorced,Sales,White,Female,35,<=50K
17,Private,10th,6,Never-married,Other-service,White,Male,25,<=50K
61,Private,Bachelors,13,Never-married,Sales,White,Male,45,<=50K
25,Private,10th,6,Married-civ-spouse,Other-service,White,Male,35,<=50K
51,Private,Bachelors,13,Never-married,Exec-managerial,White,Female,55,>50K
29,Private,HS-grad,9,Divorced,Sales,White,Male,45,>50K
33,Private,Bachelors,13,Never-married,Other-service,White,Male,60,>50K
38,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,White,Male,45,<=50K
26,Private,Bachelors,13,Never-married,Sales,Black,Male,48,>50K
41,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,38,<=50K
29,Self-emp-inc,10th,6,Married-civ-spouse,Other-service,White,Male,52,>50K
25,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Black,Female,42,<=50K
35,Self-emp-not-inc,HS-grad,9,Divorced,Machine-op-inspct,White,Male,58,>50K
45,State-gov,Masters,14,Never-married,Exec-managerial,White,Male,44,>50K
28,Private,Bachelors,13,Never-married,Sales,Black,Female,38,<=50K
52,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,White,Female,48,>50K
29,Private,Assoc-voc,11,Never-married,Other-service,White,Male,40,<=50K
39,State-gov,HS-grad,9,Divorced,Sales,Black,Male,56,>50K
34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Female,52,>50K
28,Private,10th,6,Never-married,Craft-repair,White,Male,42,<=50K
41,Self-emp-inc,7th-8th,4,Never-married,Machine-op-inspct,Black,Male,48,>50K
40,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,44,>50K
27,Private,Some-college,10,Divorced,Other-service,White,Female,38,<=50K
30,Self-emp-not-inc,Masters,14,Never-married,Sales,Black,Male,56,>50K
41,State-gov,Bachelors,13,Never-married,Craft-repair,White,Male,42,>50K
46,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,40,<=50K
36,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Black,Male,54,>50K
38,State-gov,Bachelors,13,Never-married,Sales,White,Male,46,>50K
32,Private,Some-college,10,Divorced,Other-service,White,Female,42,<=50K
51,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Black,Female,58,>50K
46,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,White,Male,55,>50K
21,Federal-gov,HS-grad,9,Never-married,Adm-clerical,White,Female,20,<=50K
39,State-gov,Some-college,10,Divorced,Farming-fishing,White,Male,45,>50K
60,Private,HS-grad,9,Never-married,Exec-managerial,White,Female,40,<=50K
27,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,30,<=50K
32,Private,Masters,14,Never-married,Adm-clerical,White,Male,45,>50K
19,Federal-gov,HS-grad,9,Divorced,Exec-managerial,White,Female,25,<=50K
42,Private,Bachelors,13,Never-married,Craft-repair,White,Male,60,>50K
57,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,White,Female,35,>50K
62,Private,Some-college,10,Never-married,Adm-clerical,White,Male,45,>50K
35,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,White,Male,20,>50K
51,Federal-gov,Some-college,10,Divorced,Exec-managerial,White,Male,35,>50K
20,Private,HS-grad,9,Never-married,Craft-repair,White,Male,40,<=50K
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,30,>50K
29,State-gov,Some-college,10,Divorced,Farming-fishing,White,Male,45,>50K
27,Self-emp-not-inc,Bachelors,13,Never-married,Craft-repair,White,Male,30,<=50K
21,Self-emp-inc,Bachelors,13,Never-married,Tech-support,Black,Male,32,>50K
41,Private,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,38,<=50K
48,Self-emp-not-inc,Assoc-acdm,12,Never-married,Craft-repair,White,Female,42,>50K
53,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Black,Male,40,>50K
28,Private,5th-6th,3,Divorced,Sales,White,Male,30,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Craft-repair,White,Female,35,>50K
55,Private,Some-college,10,Divorced,Sales,White,Male,40,<=50K
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Transport-moving,Black,Female,38,>50K
41,Private,5th-6th,3,Married-spouse-absent,Craft-repair,White,Male,42,<=50K
54,State-gov,Assoc-acdm,12,Divorced,Sales,Black,Female,45,<=50K
27,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,30,>50K
52,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,White,Male,42,<=50K
41,State-gov,Bachelors,13,Divorced,Exec-managerial,Black,Female,35,>50K
25,Private,Bachelors,13,Never-married,Other-service,White,Male,55,>50K
58,Self-emp-inc,HS-grad,9,Divorced,Sales,Black,Male,35,<=50K
27,Private,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,White,Male,30,>50K
38,State-gov,Bachelors,13,Never-married,Machine-op-inspct,White,Male,45,>50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,55,<=50K
44,Private,Bachelors,13,Never-married,Other-service,White,Male,40,>50K
51,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,40,>50K
22,Private,Assoc-acdm,12,Never-married,Craft-repair,White,Female,25,<=50K
39,State-gov,Bachelors,13,Widowed,Machine-op-inspct,Black,Male,60,>50K
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,35,<=50K
23,Private,Bachelors,13,Never-married,Other-service,White,Male,55,>50K
46,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Female,45,>50K
48,Private,Bachelors,13,Widowed,Machine-op-inspct,White,Male,30,<=50K
42,State-gov,HS-grad,9,Never-married,Sales,Black,Male,40,>50K
28,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,35,>50K
41,Private,Some-college,10,Widowed,Craft-repair,White,Male,40,<=50K
30,Self-emp-inc,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,45,>50K
35,Private,Assoc-acdm,12,Widowed,Craft-repair,White,Female,25,<=50K
39,State-gov,Bachelors,13,Never-married,Other-service,Black,Male,40,>50K
41,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,White,Female,42,<=50K
51,Private,HS-grad,9,Widowed,Other-service,White,Male,28,<=50K
39,Self-emp-not-inc,Some-college,10,Never-married,Sales,Black,Male,35,>50K
32,Private,Bachelors,13,Never-married,Handlers-cleaners,White,Male,30,<=50K
48,Self-emp-inc,HS-grad,9,Widowed,Other-service,Black,Male,45,>50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
20,Local-gov,Bachelors,13,Never-married,Handlers-cleaners,White,Male,40,<=50K
45,Private,HS-grad,9,Widowed,Other-service,Black,Female,28,>50K
38,State-gov,Bachelors,13,Never-married,Sales,White,Male,32,>50K
25,Private,Bachelors,13,Divorced,Handlers-cleaners,White,Male,30,<=50K
58,Local-gov,Some-college,10,Widowed,Other-service,Black,Female,28,<=50K
26,State-gov,HS-grad,9,Never-married,Tech-support,White,Male,35,>50K
29,Private,Bachelors,13,Never-married,Adm-clerical,Black,Male,55,<=50K
42,State-gov,Some-college,10,Widowed,Craft-repair,White,Male,40,>50K
51,Private,5th-6th,3,Married-civ-spouse,Transport-moving,White,Female,25,<=50K
61,Self-emp-not-inc,11th,7,Married-spouse-absent,Craft-repair,Black,Male,60,>50K
38,Private,Bachelors,13,Never-married,Sales,White,Male,40,>50K
23,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,White,Female,30,<=50K
39,Private,Bachelors,13,Never-married,Sales,White,Male,55,>50K
24,Private,Some-college,10,Married-civ-spouse,Transport-moving,White,Female,35,<=50K
56,Self-emp-not-inc,Bachelors,13,Never-married,Sales,White,Male,60,>50K
36,Private,7th-8th,4,Divorced,Machine-op-inspct,White,Female,40,<=50K
57,Self-emp-not-inc,11th,7,Widowed,Craft-repair,Black,Male,55,>50K
27,Private,Bachelors,13,Never-married,Adm-clerical,White,Male,30,<=50K
40,State-gov,Some-college,10,Widowed,Transport-moving,White,Female,35,>50K
