age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
25,Self-emp-inc,Some-college,10,Never-married,Craft-repair,White,Female,32,<=50K
51,State-gov,Bachelors,13,Divorced,Sales,Asian-Pac-Islander,Male,48,>50K
22,Private,HS-grad,9,Married-civ-spouse,Sales,Other,Male,35,<=50K
38,Self-emp-inc,Assoc-acdm,12,Never-married,Exec-managerial,White,Female,42,>50K
29,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,32,<=50K
41,Self-emp-inc,Some-college,10,Divorced,Sales,White,Male,40,>50K
28,Private,Doctorate,16,Never-married,Craft-repair,Other,Male,39,<=50K
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,White,Male,45,>50K
26,State-gov,Some-college,10,Divorced,Exec-managerial,Asian-Pac-Islander,Female,35,>50K
59,Private,HS-grad,9,Never-married,Craft-repair,White,Male,28,<=50K
40,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Other,Male,30,>50K
32,Private,Assoc-acdm,12,Never-married,Craft-repair,White,Male,28,<=50K
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,40,>50K
48,State-gov,Bachelors,13,Never-married,Craft-repair,White,Male,32,<=50K
25,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Other,Male,38,>50K
36,State-gov,Some-college,10,Never-married,Craft-repair,White,Male,30,<=50K
51,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,39,>50K
33,Self-emp-inc,HS-grad,9,Never-married,Sales,Other,Male,40,>50K
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
48,Federal-gov,Bachelors,13,Never-married,Sales,Black,Male,55,>50K
39,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,38,>50K
54,Self-emp-inc,Doctorate,16,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,70,>50K
39,Private,Bachelors,13,Never-married,Sales,Black,Male,42,<=50K
51,Federal-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Female,55,>50K
41,Local-gov,Bachelors,13,Never-married,Craft-repair,White,Male,40,<=50K
44,Private,Some-college,10,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,45,<=50K
56,Self-emp-not-inc,Bachelors,13,Never-married,Sales,White,Male,65,>50K
41,Private,Doctorate,16,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,55,>50K
46,Self-emp-inc,Bachelors,13,Never-married,Sales,White,Male,60,>50K
38,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,45,<=50K
39,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Black,Male,55,>50K
45,Local-gov,Some-college,10,Never-married,Craft-repair,Amer-Indian-Eskimo,Female,42,<=50K
57,Private,Doctorate,16,Never-married,Prof-specialty,White,Male,70,>50K
38,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,48,<=50K
27,Private,HS-grad,9,Never-married,Other-service,Black,Male,35,<=50K
41,Local-gov,Some-college,10,Widowed,Prof-specialty,White,Female,45,>50K
44,Private,Bachelors,13,Divorced,Craft-repair,White,Male,38,>50K
29,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Black,Male,40,>50K
26,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,20,<=50K
39,Private,Bachelors,13,Widowed,Prof-specialty,White,Male,40,>50K
30,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,35,>50K
40,Self-emp-not-inc,Bachelors,13,Widowed,Other-service,White,Male,45,>50K
23,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,40,<=50K
41,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,>50K
20,Local-gov,Bachelors,13,Widowed,Handlers-cleaners,Asian-Pac-Islander,Male,25,<=50K
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,42,>50K
38,Local-gov,HS-grad,9,Divorced,Machine-op-inspct,Black,Male,35,>50K
25,Self-emp-not-inc,Some-college,10,Never-married,Sales,Asian-Pac-Islander,Female,40,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,39,>50K
32,State-gov,11th,7,Never-married,Other-service,Black,Male,48,>50K
27,Local-gov,HS-grad,9,Never-married,Craft-repair,Asian-Pac-Islander,Female,40,<=50K
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Black,Male,41,>50K
40,State-gov,Masters,14,Divorced,Craft-repair,Asian-Pac-Islander,Female,30,>50K
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,36,>50K
26,Self-emp-not-inc,Some-college,10,Never-married,Sales,Asian-Pac-Islander,Female,43,>50K
31,State-gov,11th,7,Never-married,Craft-repair,Black,Male,45,>50K
23,Local-gov,Bachelors,13,Married-civ-spouse,Other-service,White,Male,39,<=50K
45,Self-emp-not-inc,Bachelors,13,Never-married,Sales,White,Male,32,>50K
28,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,40,>50K
42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,41,>50K
40,State-gov,11th,7,Divorced,Craft-repair,Black,Male,42,>50K
34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,40,>50K
27,Private,HS-grad,9,Divorced,Other-service,Black,Male,30,>50K
25,State-gov,HS-grad,9,Never-married,Craft-repair,White,Male,20,<=50K
31,Private,Some-college,10,Married-civ-spouse,Sales,White,Female,38,>50K
22,Private,HS-grad,9,Never-married,Craft-repair,Black,Male,15,<=50K
40,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,48,>50K
35,Private,Some-college,10,Never-married,Transport-moving,Black,Male,40,<=50K
24,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,White,Female,25,<=50K
30,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,35,>50K
20,State-gov,HS-grad,9,Never-married,Craft-repair,Black,Female,18,<=50K
36,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,White,Male,39,>50K
38,Federal-gov,HS-grad,9,Never-married,Craft-repair,White,Female,22,<=50K
27,Self-emp-not-inc,Some-college,10,Divorced,Transport-moving,Black,Male,30,<=50K
29,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,42,>50K
41,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Black,Male,35,>50K
18,Federal-gov,Bachelors,13,Married-civ-spouse,Sales,White,Male,25,<=50K
48,Federal-gov,HS-grad,9,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,42,<=50K
36,Private,Assoc-acdm,12,Never-married,Other-service,White,Female,38,>50K
51,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,55,>50K
25,Private,11th,7,Never-married,Other-service,White,Female,60,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Female,45,<=50K
29,Self-emp-not-inc,Assoc-acdm,12,Never-married,Sales,White,Male,56,>50K
60,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,52,<=50K
42,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,White,Female,62,>50K
31,Private,11th,7,Never-married,Other-service,White,Male,64,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Female,51,>50K
44,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,White,Male,48,>50K
42,Federal-gov,HS-grad,9,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
21,Self-emp-not-inc,11th,7,Married-civ-spouse,Prof-specialty,White,Female,56,>50K
48,Private,Some-college,10,Divorced,Sales,White,Male,52,>50K
67,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,56,<=50K
90,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,80,>50K
28,Federal-gov,HS-grad,9,Never-married,Transport-moving,Amer-Indian-Eskimo,Male,44,<=50K
48,State-gov,9th,5,Married-civ-spouse,Sales,White,Male,38,<=50K
65,Private,Prof-school,15,Divorced,Other-service,White,Female,30,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,46,<=50K
29,Federal-gov,9th,5,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Male,48,>50K
81,Private,HS-grad,9,Never-married,Prof-specialty,White,Female,72,<=50K
25,State-gov,9th,5,Married-civ-spouse,Other-service,White,Male,42,<=50K
58,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,White,Male,65,>50K
33,Federal-gov,HS-grad,9,Never-married,Transport-moving,Amer-Indian-Eskimo,Male,56,<=50K
72,Federal-gov,HS-grad,9,Never-married,Tech-support,Amer-Indian-Eskimo,Male,52,<=50K
60,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,40,>50K
85,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Amer-Indian-Eskimo,Male,70,>50K
58,Federal-gov,Bachelors,13,Married-civ-spouse,Transport-moving,White,Male,60,<=50K
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,36,>50K
65,State-gov,HS-grad,9,Never-married,Sales,White,Male,64,<=50K
48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,50,<=50K
41,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,58,>50K
65,Private,Doctorate,16,Divorced,Craft-repair,White,Male,55,>50K
32,State-gov,Some-college,10,Never-married,Tech-support,White,Female,42,<=50K
26,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,38,>50K
58,Private,HS-grad,9,Divorced,Craft-repair,White,Male,52,>50K
40,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,62,>50K
31,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,49,>50K
48,Self-emp-inc,Assoc-acdm,12,Never-married,Sales,Asian-Pac-Islander,Female,51,<=50K
67,Private,HS-grad,9,Divorced,Craft-repair,White,Male,54,>50K
29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,43,<=50K
60,Self-emp-inc,Doctorate,16,Divorced,Craft-repair,Asian-Pac-Islander,Male,61,>50K
34,Federal-gov,Some-college,10,Never-married,Tech-support,Amer-Indian-Eskimo,Female,45,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,56,>50K
24,State-gov,HS-grad,9,Never-married,Craft-repair,Asian-Pac-Islander,Female,40,<=50K
65,Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,59,>50K
27,Federal-gov,Bachelors,13,Married-civ-spouse,Sales,White,Female,46,<=50K
41,Private,Some-college,10,Never-married,Craft-repair,Asian-Pac-Islander,Male,48,<=50K
53,State-gov,Doctorate,16,Divorced,Prof-specialty,Amer-Indian-Eskimo,Female,63,>50K
28,Self-emp-inc,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,37,>50K
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Female,53,<=50K
40,Federal-gov,Bachelors,13,Never-married,Sales,White,Female,55,>50K
28,Private,Bachelors,13,Never-married,Craft-repair,Black,Female,56,<=50K
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,48,>50K
39,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,White,Male,40,>50K
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,56,<=50K
29,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,White,Male,40,>50K
38,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,White,Female,44,>50K
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,46,<=50K
40,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,White,Male,45,>50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Black,Male,42,>50K
28,Self-emp-not-inc,Some-college,10,Never-married,Sales,White,Male,48,<=50K
25,Private,11th,7,Married-civ-spouse,Sales,Other,Male,41,>50K
33,Self-emp-not-inc,Some-college,10,Never-married,Machine-op-inspct,Black,Male,32,<=50K
40,Private,Bachelors,13,Divorced,Prof-specialty,White,Female,42,>50K
32,Private,Bachelors,13,Divorced,Exec-managerial,Black,Female,45,>50K
41,Self-emp-not-inc,Some-college,10,Never-married,Sales,White,Male,43,<=50K
30,Self-emp-not-inc,Some-college,10,Never-married,Sales,White,Male,46,>50K
32,Private,Assoc-acdm,12,Never-married,Sales,White,Male,42,>50K
29,Private,Bachelors,13,Never-married,Exec-managerial,Black,Female,39,>50K
49,Private,Bachelors,13,Divorced,Sales,White,Male,54,>50K
72,Private,Prof-school,15,Never-married,Craft-repair,White,Male,62,>50K
86,Private,HS-grad,9,Never-married,Prof-specialty,White,Male,48,>50K
38,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,55,>50K
58,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Black,Male,42,>50K
41,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Sales,White,Female,60,>50K
48,Private,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,White,Male,58,>50K
55,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Black,Male,70,<=50K
32,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,52,>50K
51,Local-gov,Doctorate,16,Never-married,Prof-specialty,Black,Male,38,>50K
36,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,55,>50K
44,State-gov,Assoc-acdm,12,Never-married,Other-service,Black,Male,42,<=50K
26,Self-emp-not-inc,Bachelors,13,Never-married,Sales,White,Male,48,<=50K
42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Black,Male,35,>50K
30,Local-gov,Bachelors,13,Never-married,Other-service,White,Male,58,>50K
51,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Black,Male,70,>50K
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,52,>50K
24,State-gov,10th,6,Married-civ-spouse,Sales,Black,Male,40,<=50K
41,Private,Assoc-acdm,12,Never-married,Adm-clerical,Asian-Pac-Islander,Male,48,>50K
31,Federal-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,45,>50K
39,Private,Bachelors,13,Never-married,Farming-fishing,White,Male,60,<=50K
