age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
58,Self-emp-inc,Some-college,10,Widowed,Adm-clerical,White,Male,43,<=50K
37,Private,Bachelors,13,Widowed,Handlers-cleaners,Asian-Pac-Islander,Male,37,<=50K
17,Self-emp-not-inc,Assoc-voc,11,Divorced,Machine-op-inspct,White,Male,43,>50K
61,Private,Prof-school,15,Never-married,Prof-specialty,White,Male,43,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,46,>50K
38,Private,Assoc-voc,11,Never-married,Prof-specialty,White,Male,66,<=50K
61,Private,Bachelors,13,Never-married,Other-service,Black,Male,20,<=50K
61,Self-emp-inc,11th,7,Widowed,Farming-fishing,White,Male,14,>50K
63,State-gov,HS-grad,9,Married-civ-spouse,Sales,White,Male,41,<=50K
36,Private,11th,7,Widowed,Exec-managerial,White,Male,48,<=50K
19,Private,7th-8th,4,Married-spouse-absent,Exec-managerial,White,Male,49,<=50K
24,Private,Bachelors,13,Married-civ-spouse,Protective-serv,White,Male,44,<=50K
25,Private,HS-grad,9,Separated,Farming-fishing,White,Male,22,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,10,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,20,<=50K
36,Private,HS-grad,9,Divorced,Exec-managerial,White,Male,60,<=50K
36,Federal-gov,Bachelors,13,Married-civ-spouse,Transport-moving,White,Male,50,<=50K
62,Federal-gov,Assoc-voc,11,Never-married,Farming-fishing,White,Male,50,<=50K
18,Private,Some-college,10,Never-married,Adm-clerical,White,Male,34,>50K
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,15,<=50K
21,Federal-gov,Doctorate,16,Never-married,Transport-moving,White,Male,38,<=50K
46,Private,Masters,14,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,64,<=50K
31,Private,HS-grad,9,Divorced,Prof-specialty,White,Male,36,<=50K
57,Without-pay,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,39,<=50K
63,State-gov,7th-8th,4,Divorced,Craft-repair,White,Male,10,>50K
24,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,61,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Tech-support,White,Female,43,<=50K
51,Private,HS-grad,9,Never-married,Exec-managerial,White,Female,42,<=50K
31,Self-emp-inc,7th-8th,4,Divorced,Adm-clerical,Amer-Indian-Eskimo,Female,46,>50K
23,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,35,<=50K
61,Private,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,White,Male,52,<=50K
29,Local-gov,9th,5,Never-married,Exec-managerial,Black,Female,65,<=50K
28,Private,Some-college,10,Never-married,Adm-clerical,White,Female,48,<=50K
41,Without-pay,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,41,<=50K
17,Self-emp-not-inc,Doctorate,16,Married-spouse-absent,Handlers-cleaners,White,Male,17,<=50K
36,State-gov,HS-grad,9,Never-married,Protective-serv,White,Male,77,<=50K
17,Local-gov,Bachelors,13,Widowed,Prof-specialty,White,Male,14,>50K
27,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,White,Male,45,<=50K
18,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,White,Female,69,>50K
21,Self-emp-not-inc,Assoc-acdm,12,Never-married,Exec-managerial,White,Female,38,<=50K
32,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,White,Male,72,<=50K
18,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,White,Male,53,>50K
38,Private,Some-college,10,Never-married,Farming-fishing,Asian-Pac-Islander,Male,13,>50K
56,Without-pay,Some-college,10,Married-civ-spouse,Sales,White,Male,39,<=50K
32,Private,Some-college,10,Never-married,Exec-managerial,White,Male,42,>50K
46,Private,HS-grad,9,Widowed,Machine-op-inspct,White,Male,63,<=50K
29,State-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Other,Male,12,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,White,Male,56,>50K
31,State-gov,Some-college,10,Never-married,Other-service,White,Male,70,>50K
28,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,White,Male,46,<=50K
36,Private,9th,5,Married-civ-spouse,Craft-repair,White,Male,49,<=50K
