age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
40,Private,Masters,14,Divorced,Transport-moving,White,Male,60,<=50K
48,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,47,<=50K
19,Private,HS-grad,9,Never-married,Craft-repair,White,Female,61,<=50K
34,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Other,Male,38,<=50K
46,Private,Bachelors,13,Never-married,Sales,White,Female,47,<=50K
46,Federal-gov,Assoc-voc,11,Never-married,Protective-serv,White,Male,43,<=50K
61,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Female,39,<=50K
58,Private,Assoc-voc,11,Divorced,Exec-managerial,White,Male,59,>50K
34,Private,HS-grad,9,Divorced,Adm-clerical,White,Male,59,<=50K
36,Private,9th,5,Married-civ-spouse,Other-service,White,Female,36,>50K
41,Private,Some-college,10,Never-married,Prof-specialty,White,Female,37,>50K
45,Private,HS-grad,9,Married-civ-spouse,Tech-support,White,Male,41,<=50K
45,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Female,28,<=50K
57,Self-emp-not-inc,Assoc-acdm,12,Never-married,Adm-clerical,White,Male,41,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,58,<=50K
33,Self-emp-not-inc,Masters,14,Divorced,Priv-house-serv,White,Male,29,>50K
59,Self-emp-not-inc,7th-8th,4,Never-married,Exec-managerial,White,Male,37,>50K
60,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,41,>50K
25,Self-emp-not-inc,Some-college,10,Never-married,Other-service,White,Female,45,<=50K
26,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,28,<=50K
36,State-gov,Masters,14,Divorced,Exec-managerial,Other,Male,34,<=50K
35,Private,HS-grad,9,Never-married,Prof-specialty,Other,Female,25,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,45,<=50K
27,Private,9th,5,Separated,Sales,White,Male,61,<=50K
36,Private,Preschool,1,Never-married,Tech-support,White,Male,37,<=50K
32,Private,Some-college,10,Never-married,Sales,Black,Female,39,<=50K
65,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Female,23,<=50K
40,Local-gov,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,White,Male,38,<=50K
33,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,White,Male,37,>50K
47,Self-emp-not-inc,11th,7,Never-married,Transport-moving,White,Male,24,>50K
33,Private,9th,5,Married-civ-spouse,Handlers-cleaners,White,Female,39,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,White,Female,44,>50K
43,Private,HS-grad,9,Never-married,Sales,White,Male,38,<=50K
37,Private,Assoc-voc,11,Never-married,Adm-clerical,White,Female,55,<=50K
39,Private,Some-college,10,Never-married,Transport-moving,White,Male,38,<=50K
17,Private,Assoc-acdm,12,Married-spouse-absent,Protective-serv,White,Male,34,>50K
46,Local-gov,7th-8th,4,Married-civ-spouse,Protective-serv,White,Male,25,>50K
36,Private,Bachelors,13,Married-civ-spouse,Transport-moving,White,Male,44,<=50K
44,Private,Some-college,10,Widowed,Prof-specialty,White,Female,47,<=50K
20,Private,7th-8th,4,Married-civ-spouse,Sales,White,Male,42,<=50K
28,Private,Some-college,10,Never-married,Exec-managerial,White,Female,24,<=50K
27,Federal-gov,Some-college,10,Never-married,Adm-clerical,White,Male,39,<=50K
57,Private,11th,7,Never-married,Adm-clerical,White,Male,61,<=50K
41,Federal-gov,Prof-school,15,Never-married,Sales,White,Male,37,<=50K
