age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
58,Private,Some-college,10,Widowed,Adm-clerical,White,Male,42,<=50K
38,Private,Doctorate,16,Widowed,Handlers-cleaners,Black,Male,38,<=50K
17,Self-emp-not-inc,Bachelors,13,Divorced,Machine-op-inspct,White,Male,42,>50K
61,Private,Prof-school,15,Never-married,Protective-serv,White,Male,41,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,45,>50K
39,Private,Bachelors,13,Never-married,Prof-specialty,White,Male,57,<=50K
61,Private,HS-grad,9,Never-married,Other-service,Black,Male,23,<=50K
61,Private,11th,7,Widowed,Farming-fishing,White,Male,19,<=50K
63,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,41,<=50K
37,Private,11th,7,Widowed,Exec-managerial,White,Male,45,<=50K
19,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,White,Male,46,<=50K
24,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,43,<=50K
25,Private,HS-grad,9,Separated,Exec-managerial,White,Male,25,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,16,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,24,<=50K
37,Private,HS-grad,9,Divorced,Exec-managerial,White,Male,53,<=50K
37,Local-gov,Bachelors,13,Married-civ-spouse,Transport-moving,White,Male,46,<=50K
62,Local-gov,Bachelors,13,Never-married,Farming-fishing,White,Male,46,<=50K
18,Private,Some-college,10,Never-married,Craft-repair,White,Male,35,>50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,20,<=50K
21,Local-gov,HS-grad,9,Never-married,Transport-moving,White,Male,38,<=50K
47,Private,Masters,14,Married-civ-spouse,Craft-repair,Black,Male,56,<=50K
31,Private,HS-grad,9,Divorced,Prof-specialty,White,Male,37,<=50K
57,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,39,<=50K
63,State-gov,9th,5,Divorced,Craft-repair,White,Female,16,>50K
24,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,53,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Female,42,<=50K
52,Private,HS-grad,9,Separated,Exec-managerial,White,Female,42,<=50K
31,Private,7th-8th,4,Divorced,Adm-clerical,Amer-Indian-Eskimo,Female,44,>50K
23,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,36,<=50K
61,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,White,Male,48,<=50K
29,Local-gov,Assoc-voc,11,Never-married,Exec-managerial,Other,Female,57,<=50K
28,Private,Some-college,10,Never-married,Adm-clerical,White,Female,44,<=50K
42,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,41,<=50K
17,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,21,<=50K
37,State-gov,HS-grad,9,Never-married,Sales,White,Male,65,<=50K
17,Local-gov,Bachelors,13,Widowed,Prof-specialty,White,Female,19,>50K
27,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,43,<=50K
18,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,White,Female,59,>50K
21,Self-emp-inc,Assoc-voc,11,Never-married,Exec-managerial,White,Female,39,<=50K
33,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,White,Male,61,<=50K
18,Private,9th,5,Married-civ-spouse,Exec-managerial,White,Male,48,>50K
39,Private,Some-college,10,Never-married,Farming-fishing,Asian-Pac-Islander,Male,19,>50K
56,State-gov,Some-college,10,Married-civ-spouse,Sales,White,Male,40,<=50K
33,Private,Some-college,10,Never-married,Exec-managerial,White,Male,41,>50K
47,Private,HS-grad,9,Widowed,Other-service,White,Male,55,<=50K
29,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,White,Female,18,<=50K
26,Private,Bachelors,13,Never-married,Protective-serv,White,Male,50,>50K
32,State-gov,Some-college,10,Never-married,Other-service,White,Male,60,>50K
28,Private,Some-college,10,Separated,Sales,White,Male,44,<=50K
37,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
23,Private,HS-grad,9,Divorced,Machine-op-inspct,Amer-Indian-Eskimo,Male,22,<=50K
43,Private,9th,5,Married-civ-spouse,Sales,White,Male,40,<=50K
66,Federal-gov,HS-grad,9,Never-married,Other-service,White,Female,26,<=50K
41,Self-emp-not-inc,Some-college,10,Never-married,Other-service,White,Female,59,<=50K
69,Private,HS-grad,9,Never-married,Craft-repair,White,Male,58,<=50K
17,Private,12th,8,Divorced,Prof-specialty,White,Female,58,<=50K
20,Self-emp-not-inc,Bachelors,13,Divorced,Machine-op-inspct,Black,Female,18,<=50K
35,Private,Assoc-voc,11,Divorced,Adm-clerical,White,Male,43,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,48,<=50K
30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Female,44,>50K
21,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,38,<=50K
