age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
64,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,White,Female,39,>50K
24,Private,HS-grad,9,Never-married,Prof-specialty,White,Female,64,<=50K
25,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,White,Male,41,<=50K
27,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,White,Male,43,<=50K
62,Private,12th,8,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Female,48,<=50K
27,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,White,Male,25,>50K
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,42,<=50K
34,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Male,39,<=50K
61,Private,10th,6,Married-civ-spouse,Tech-support,White,Male,23,<=50K
67,Self-emp-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,41,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,66,<=50K
50,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,44,>50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Female,46,<=50K
33,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,40,>50K
20,Self-emp-not-inc,12th,8,Never-married,Tech-support,White,Female,27,<=50K
21,Private,Bachelors,13,Never-married,Machine-op-inspct,White,Male,39,<=50K
38,Private,Some-college,10,Never-married,Adm-clerical,White,Female,27,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,44,<=50K
44,Private,Assoc-voc,11,Never-married,Craft-repair,White,Male,37,<=50K
65,Self-emp-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Black,Female,66,>50K
60,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,46,<=50K
44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
50,Private,10th,6,Separated,Craft-repair,White,Male,63,>50K
63,Private,Some-college,10,Never-married,Armed-Forces,White,Male,46,>50K
46,Federal-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,24,<=50K
61,Private,Preschool,1,Married-civ-spouse,Sales,White,Male,63,>50K
22,Private,Assoc-voc,11,Divorced,Exec-managerial,White,Male,42,>50K
30,Local-gov,12th,8,Widowed,Exec-managerial,Other,Male,46,>50K
19,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Black,Male,21,<=50K
19,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,48,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Female,44,<=50K
46,Private,Some-college,10,Divorced,Transport-moving,White,Male,39,<=50K
29,Local-gov,12th,8,Married-civ-spouse,Adm-clerical,White,Male,38,<=50K
46,Private,9th,5,Married-civ-spouse,Other-service,White,Male,44,<=50K
28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Female,22,<=50K
28,Self-emp-inc,HS-grad,9,Never-married,Other-service,White,Male,41,<=50K
36,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,41,<=50K
23,Private,Assoc-acdm,12,Never-married,Adm-clerical,White,Male,40,<=50K
49,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,25,<=50K
72,State-gov,Doctorate,16,Married-civ-spouse,Protective-serv,White,Male,45,<=50K
29,Private,Bachelors,13,Never-married,Sales,White,Male,44,<=50K
34,Private,1st-4th,2,Married-spouse-absent,Exec-managerial,White,Male,67,<=50K
31,State-gov,Doctorate,16,Married-civ-spouse,Other-service,White,Male,39,<=50K
19,Private,HS-grad,9,Divorced,Craft-repair,White,Male,36,<=50K
20,Self-emp-not-inc,Some-college,10,Never-married,Tech-support,White,Male,40,<=50K
30,Self-emp-inc,Assoc-voc,11,Married-spouse-absent,Transport-moving,White,Female,45,<=50K
