age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
53,Private,Some-college,10,Married-civ-spouse,Craft-repair,Black,Male,35,<=50K
26,Private,Doctorate,16,Married-civ-spouse,Protective-serv,White,Female,33,>50K
34,Private,Some-college,10,Separated,Sales,White,Male,35,>50K
57,Private,Some-college,10,Never-married,Adm-clerical,White,Female,35,>50K
61,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,49,<=50K
44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,33,<=50K
47,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,38,<=50K
49,State-gov,10th,6,Never-married,Machine-op-inspct,White,Female,10,<=50K
57,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Female,16,<=50K
81,Private,Doctorate,16,Married-civ-spouse,Other-service,White,Male,39,<=50K
57,Private,Bachelors,13,Widowed,Sales,White,Male,33,<=50K
75,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,32,<=50K
47,Private,9th,5,Married-civ-spouse,Handlers-cleaners,White,Male,39,<=50K
57,Private,HS-grad,9,Divorced,Farming-fishing,White,Male,38,>50K
84,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Female,10,<=50K
37,Private,5th-6th,3,Never-married,Exec-managerial,White,Male,10,>50K
62,Private,Some-college,10,Divorced,Other-service,White,Male,10,>50K
34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,33,>50K
42,Private,Some-college,10,Never-married,Protective-serv,White,Male,37,<=50K
62,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,10,>50K
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,34,>50K
49,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,30,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,10,<=50K
32,Federal-gov,Some-college,10,Never-married,Craft-repair,White,Male,28,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Other-service,White,Female,35,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,10,>50K
41,Self-emp-inc,11th,7,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,10,>50K
46,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,33,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Other-service,White,Male,33,<=50K
35,Private,9th,5,Married-civ-spouse,Other-service,White,Female,36,>50K
30,Private,Bachelors,13,Married-civ-spouse,Protective-serv,White,Male,33,<=50K
45,Private,Masters,14,Married-civ-spouse,Other-service,White,Male,42,<=50K
33,Private,Bachelors,13,Never-married,Other-service,White,Female,40,>50K
61,Private,Masters,14,Separated,Machine-op-inspct,White,Male,40,<=50K
29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,43,<=50K
57,Private,11th,7,Married-civ-spouse,Adm-clerical,White,Male,39,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,10,<=50K
50,Private,Some-college,10,Never-married,Adm-clerical,White,Male,49,>50K
60,Private,11th,7,Married-civ-spouse,Other-service,White,Female,31,<=50K
41,Private,Some-college,10,Never-married,Craft-repair,Asian-Pac-Islander,Male,42,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,40,<=50K
62,Private,5th-6th,3,Married-civ-spouse,Prof-specialty,Other,Male,12,>50K
50,Private,Some-college,10,Separated,Adm-clerical,Black,Male,34,>50K
66,Private,Bachelors,13,Never-married,Adm-clerical,White,Male,41,<=50K
54,Private,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Female,43,<=50K
46,Private,9th,5,Married-civ-spouse,Transport-moving,White,Female,32,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,45,<=50K
45,Private,Doctorate,16,Never-married,Other-service,White,Male,58,<=50K
