age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
28,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,20,<=50K
46,Private,Bachelors,13,Never-married,Tech-support,White,Male,17,<=50K
30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,32,<=50K
53,Private,Bachelors,13,Divorced,Transport-moving,White,Female,34,<=50K
31,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,33,>50K
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,35,<=50K
46,Private,Bachelors,13,Never-married,Craft-repair,White,Female,40,<=50K
40,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,White,Female,5,<=50K
23,Private,HS-grad,9,Married-spouse-absent,Prof-specialty,White,Male,62,>50K
61,Private,Some-college,10,Married-civ-spouse,Sales,White,Male,49,<=50K
29,Private,Some-college,10,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,37,>50K
32,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,34,<=50K
19,Private,Some-college,10,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,39,>50K
19,Private,Doctorate,16,Married-civ-spouse,Transport-moving,White,Male,28,<=50K
33,State-gov,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Male,19,>50K
35,Private,Masters,14,Never-married,Protective-serv,White,Female,34,<=50K
53,Private,Assoc-voc,11,Separated,Other-service,Black,Female,35,<=50K
45,Federal-gov,10th,6,Widowed,Exec-managerial,White,Male,37,>50K
30,Private,HS-grad,9,Married-civ-spouse,Other-service,White,Male,24,<=50K
48,Private,Some-college,10,Widowed,Tech-support,White,Male,34,<=50K
33,State-gov,Some-college,10,Married-spouse-absent,Transport-moving,Amer-Indian-Eskimo,Female,35,<=50K
43,Private,10th,6,Never-married,Transport-moving,White,Female,43,<=50K
25,Private,HS-grad,9,Separated,Protective-serv,White,Male,37,<=50K
24,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,33,<=50K
34,Private,Bachelors,13,Divorced,Craft-repair,White,Male,39,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,34,<=50K
33,State-gov,HS-grad,9,Married-spouse-absent,Adm-clerical,White,Female,8,>50K
31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,White,Female,13,>50K
39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,35,<=50K
44,Self-emp-not-inc,Preschool,1,Never-married,Exec-managerial,Black,Male,45,<=50K
37,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,2,<=50K
26,Private,Doctorate,16,Never-married,Exec-managerial,White,Male,72,<=50K
50,Local-gov,9th,5,Married-civ-spouse,Craft-repair,White,Male,36,>50K
41,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,White,Male,39,>50K
22,Private,HS-grad,9,Divorced,Protective-serv,Asian-Pac-Islander,Male,45,<=50K
54,Private,Some-college,10,Married-civ-spouse,Tech-support,White,Male,2,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Tech-support,White,Male,22,>50K
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Female,55,<=50K
28,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
19,Federal-gov,HS-grad,9,Widowed,Prof-specialty,White,Female,33,>50K
37,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,36,<=50K
76,Local-gov,HS-grad,9,Divorced,Adm-clerical,Black,Male,38,<=50K
19,Private,Some-college,10,Separated,Sales,White,Male,34,<=50K
49,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,White,Male,43,<=50K
27,Private,HS-grad,9,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,44,>50K
19,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,White,Female,4,>50K
32,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,72,<=50K
49,State-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,White,Male,43,>50K
57,Private,Masters,14,Married-civ-spouse,Adm-clerical,White,Male,2,>50K
19,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,White,Male,44,<=50K
40,Private,Some-college,10,Married-civ-spouse,Tech-support,White,Male,33,<=50K
59,Private,Bachelors,13,Married-civ-spouse,Protective-serv,White,Male,2,<=50K
33,Private,HS-grad,9,Divorced,Sales,White,Male,37,<=50K
69,Private,Bachelors,13,Never-married,Exec-managerial,White,Male,11,<=50K
27,Private,Some-college,10,Separated,Transport-moving,White,Male,37,<=50K
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,35,>50K
90,Private,HS-grad,9,Married-civ-spouse,Sales,White,Female,41,<=50K
28,Private,1st-4th,2,Never-married,Sales,White,Male,33,<=50K
34,Private,HS-grad,9,Married-spouse-absent,Transport-moving,White,Male,50,<=50K
33,Self-emp-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,2,<=50K
30,Private,Bachelors,13,Never-married,Prof-specialty,White,Male,2,<=50K
89,Private,HS-grad,9,Never-married,Exec-managerial,White,Female,33,<=50K
40,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,38,>50K
22,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,34,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Female,38,<=50K
19,Local-gov,Masters,14,Married-civ-spouse,Adm-clerical,White,Male,37,>50K
34,Self-emp-inc,Assoc-voc,11,Married-AF-spouse,Craft-repair,White,Male,38,<=50K
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,10,<=50K
52,Private,11th,7,Divorced,Adm-clerical,White,Male,40,<=50K
23,State-gov,HS-grad,9,Married-AF-spouse,Craft-repair,Amer-Indian-Eskimo,Female,35,<=50K
55,Private,11th,7,Married-civ-spouse,Other-service,White,Female,36,<=50K
73,Self-emp-inc,Some-college,10,Married-civ-spouse,Other-service,White,Male,72,<=50K
26,Self-emp-not-inc,9th,5,Married-AF-spouse,Craft-repair,Black,Female,40,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,49,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,27,>50K
51,Private,Some-college,10,Divorced,Adm-clerical,White,Male,28,<=50K
19,Private,HS-grad,9,Widowed,Prof-specialty,White,Female,10,<=50K
22,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,34,>50K
46,Self-emp-not-inc,Prof-school,15,Divorced,Transport-moving,White,Female,33,<=50K
28,Local-gov,Assoc-acdm,12,Married-civ-spouse,Transport-moving,White,Female,8,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
36,Private,HS-grad,9,Never-married,Exec-managerial,White,Male,37,>50K
44,Private,HS-grad,9,Never-married,Other-service,White,Male,37,<=50K
26,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,35,<=50K
61,State-gov,1st-4th,2,Married-civ-spouse,Exec-managerial,White,Male,33,>50K
50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,57,<=50K
19,Private,1st-4th,2,Married-spouse-absent,Transport-moving,White,Male,32,>50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,41,<=50K
31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,White,Female,35,>50K
25,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,White,Male,25,<=50K
74,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Female,37,<=50K
43,Private,12th,8,Married-civ-spouse,Handlers-cleaners,White,Female,35,<=50K
67,Federal-gov,HS-grad,9,Never-married,Protective-serv,White,Female,19,>50K
40,State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,White,Male,15,>50K
37,Private,HS-grad,9,Never-married,Sales,White,Male,40,<=50K
40,Federal-gov,HS-grad,9,Never-married,Adm-clerical,White,Male,24,<=50K
43,State-gov,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,2,<=50K
19,Private,11th,7,Married-AF-spouse,Prof-specialty,White,Female,38,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Female,2,<=50K
48,Private,12th,8,Married-civ-spouse,Tech-support,White,Male,34,<=50K
25,Local-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,36,<=50K
79,Private,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,39,<=50K
65,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,White,Male,2,<=50K
19,Self-emp-not-inc,Bachelors,13,Divorced,Transport-moving,White,Male,33,<=50K
42,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,36,<=50K
19,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,43,>50K
46,Private,Prof-school,15,Married-civ-spouse,Sales,White,Male,2,<=50K
28,Federal-gov,Masters,14,Never-married,Machine-op-inspct,White,Female,43,>50K
67,Private,9th,5,Married-civ-spouse,Handlers-cleaners,White,Male,36,<=50K
48,Private,HS-grad,9,Separated,Adm-clerical,White,Male,34,>50K
