age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
59,Private,HS-grad,9,Never-married,Prof-specialty,White,Male,42,>50K
17,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,White,Female,42,<=50K
46,Local-gov,Bachelors,13,Separated,Machine-op-inspct,White,Male,43,<=50K
39,Self-emp-not-inc,Some-college,10,Never-married,Tech-support,White,Male,70,>50K
40,Private,7th-8th,4,Never-married,Handlers-cleaners,White,Male,70,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,40,>50K
27,Local-gov,10th,6,Married-civ-spouse,Craft-repair,White,Male,47,<=50K
26,Private,Masters,14,Never-married,Machine-op-inspct,White,Male,42,<=50K
28,Local-gov,Bachelors,13,Never-married,Sales,White,Male,41,>50K
38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,41,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Black,Female,38,>50K
27,Private,Bachelors,13,Never-married,Craft-repair,White,Male,51,<=50K
35,Private,Bachelors,13,Never-married,Adm-clerical,White,Female,40,>50K
31,Private,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,37,<=50K
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,43,>50K
20,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Female,45,<=50K
28,Private,Some-college,10,Never-married,Transport-moving,White,Male,66,>50K
17,Private,Masters,14,Never-married,Sales,Black,Male,37,<=50K
36,Private,5th-6th,3,Married-civ-spouse,Sales,White,Male,47,<=50K
41,Private,Some-college,10,Never-married,Exec-managerial,White,Male,47,<=50K
17,Private,Masters,14,Separated,Other-service,White,Female,33,>50K
21,Private,Masters,14,Never-married,Craft-repair,White,Male,70,>50K
17,State-gov,Some-college,10,Never-married,Transport-moving,White,Male,45,<=50K
26,Private,Bachelors,13,Never-married,Adm-clerical,White,Male,43,<=50K
17,Private,Masters,14,Never-married,Machine-op-inspct,Black,Female,28,>50K
20,Private,10th,6,Married-civ-spouse,Machine-op-inspct,White,Male,43,<=50K
23,Private,5th-6th,3,Never-married,Machine-op-inspct,White,Male,41,<=50K
34,Private,Bachelors,13,Never-married,Exec-managerial,White,Male,70,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Other-service,White,Female,40,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,47,>50K
17,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Black,Female,68,<=50K
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,35,<=50K
23,Self-emp-inc,7th-8th,4,Divorced,Adm-clerical,White,Male,50,<=50K
29,State-gov,Bachelors,13,Never-married,Machine-op-inspct,Black,Female,52,>50K
23,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Other,Male,38,>50K
34,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,49,<=50K
53,Private,Bachelors,13,Never-married,Exec-managerial,White,Male,60,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,70,<=50K
17,Private,Masters,14,Never-married,Adm-clerical,White,Male,70,<=50K
17,Private,Bachelors,13,Divorced,Other-service,White,Male,56,>50K
39,Self-emp-not-inc,Assoc-acdm,12,Never-married,Craft-repair,White,Male,39,>50K
24,Private,7th-8th,4,Never-married,Handlers-cleaners,White,Male,48,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Other-service,White,Female,44,>50K
31,Self-emp-not-inc,Some-college,10,Never-married,Handlers-cleaners,White,Female,31,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Sales,Black,Male,38,<=50K
26,Private,Some-college,10,Divorced,Prof-specialty,White,Female,67,<=50K
34,Private,7th-8th,4,Never-married,Transport-moving,White,Male,64,<=50K
17,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Female,47,<=50K
59,Self-emp-not-inc,HS-grad,9,Divorced,Adm-clerical,White,Male,35,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Other-service,Black,Female,35,<=50K
43,Private,9th,5,Never-married,Other-service,White,Male,42,<=50K
49,Self-emp-not-inc,Bachelors,13,Never-married,Sales,White,Male,39,<=50K
37,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,49,<=50K
