age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
38,Private,9th,5,Married-civ-spouse,Machine-op-inspct,White,Male,38,>50K
25,Private,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,39,<=50K
22,Self-emp-not-inc,HS-grad,9,Never-married,Sales,White,Male,40,>50K
20,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Black,Male,20,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Other-service,White,Male,45,<=50K
17,Private,12th,8,Never-married,Handlers-cleaners,White,Female,37,>50K
34,Private,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,38,<=50K
76,Self-emp-inc,HS-grad,9,Never-married,Prof-specialty,White,Male,38,<=50K
47,Private,Bachelors,13,Never-married,Craft-repair,White,Female,39,>50K
72,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,White,Male,39,<=50K
25,Private,Assoc-voc,11,Married-spouse-absent,Prof-specialty,White,Male,48,<=50K
25,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,White,Male,64,<=50K
22,Private,Some-college,10,Separated,Exec-managerial,White,Male,11,>50K
27,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,38,<=50K
25,Private,HS-grad,9,Divorced,Exec-managerial,Other,Female,38,<=50K
25,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,38,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Black,Male,40,<=50K
46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,40,<=50K
20,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Black,Male,40,<=50K
17,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,White,Male,40,<=50K
28,Self-emp-not-inc,Assoc-voc,11,Never-married,Tech-support,White,Male,11,>50K
19,Private,Some-college,10,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,50,<=50K
26,State-gov,7th-8th,4,Never-married,Adm-clerical,Other,Male,40,>50K
24,Federal-gov,Doctorate,16,Never-married,Other-service,White,Female,40,>50K
24,Private,Masters,14,Divorced,Craft-repair,White,Male,59,>50K
20,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,39,<=50K
50,Self-emp-not-inc,12th,8,Married-civ-spouse,Prof-specialty,White,Female,75,<=50K
23,Local-gov,Some-college,10,Never-married,Exec-managerial,White,Male,5,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,39,>50K
