age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
47,Private,Masters,14,Divorced,Transport-moving,White,Male,40,<=50K
20,Private,Bachelors,13,Married-civ-spouse,Craft-repair,White,Female,63,<=50K
49,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,White,Female,41,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Other,Male,58,<=50K
17,Private,Bachelors,13,Never-married,Sales,White,Female,63,<=50K
63,Private,Assoc-voc,11,Never-married,Protective-serv,White,Male,23,<=50K
38,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Female,39,<=50K
23,Private,Assoc-voc,11,Divorced,Exec-managerial,White,Male,39,>50K
38,Private,HS-grad,9,Divorced,Adm-clerical,White,Male,39,<=50K
39,Private,9th,5,Married-civ-spouse,Other-service,White,Female,40,>50K
35,State-gov,Some-college,10,Never-married,Prof-specialty,White,Female,41,>50K
46,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,41,<=50K
17,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Female,49,<=50K
26,Private,Assoc-acdm,12,Never-married,Adm-clerical,White,Male,61,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,38,<=50K
19,Private,Masters,14,Divorced,Priv-house-serv,White,Male,65,>50K
40,Federal-gov,7th-8th,4,Never-married,Farming-fishing,White,Male,57,>50K
44,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,41,>50K
29,Private,Some-college,10,Never-married,Other-service,White,Female,65,<=50K
68,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,44,<=50K
28,Private,Masters,14,Divorced,Craft-repair,Other,Male,54,<=50K
41,Private,HS-grad,9,Never-married,Prof-specialty,Other,Female,41,<=50K
22,State-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,41,<=50K
53,Private,9th,5,Separated,Sales,White,Male,41,<=50K
20,Private,Preschool,1,Never-married,Sales,White,Male,42,<=50K
35,Private,Some-college,10,Never-married,Sales,Black,Female,39,<=50K
27,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,White,Female,39,<=50K
64,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,White,Male,22,<=50K
69,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,White,Male,37,>50K
30,Self-emp-inc,11th,7,Never-married,Transport-moving,White,Male,60,>50K
63,Self-emp-inc,9th,5,Married-civ-spouse,Farming-fishing,White,Female,39,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Female,44,>50K
46,Self-emp-inc,HS-grad,9,Never-married,Sales,White,Male,38,<=50K
36,Private,Assoc-voc,11,Divorced,Prof-specialty,Black,Male,44,>50K
39,Private,Masters,14,Separated,Craft-repair,White,Female,41,<=50K
38,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Male,42,<=50K
39,Private,5th-6th,3,Never-married,Exec-managerial,White,Male,45,<=50K
29,State-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,21,>50K
25,Private,HS-grad,9,Separated,Adm-clerical,White,Male,34,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Female,25,>50K
28,Private,7th-8th,4,Never-married,Adm-clerical,White,Male,60,<=50K
60,Private,Some-college,10,Never-married,Craft-repair,White,Male,23,<=50K
57,Private,11th,7,Never-married,Adm-clerical,White,Male,45,<=50K
34,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,22,<=50K
23,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,White,Female,40,<=50K
26,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,White,Male,25,>50K
40,Private,Bachelors,13,Separated,Adm-clerical,White,Male,46,<=50K
66,Private,9th,5,Never-married,Other-service,White,Male,35,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,White,Male,23,<=50K
31,Private,Bachelors,13,Never-married,Exec-managerial,White,Male,45,>50K
42,Private,HS-grad,9,Never-married,Machine-op-inspct,Black,Female,43,<=50K
35,Private,Bachelors,13,Never-married,Adm-clerical,White,Male,44,<=50K
34,State-gov,HS-grad,9,Widowed,Protective-serv,White,Male,19,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Armed-Forces,White,Male,21,>50K
49,Private,Some-college,10,Divorced,Prof-specialty,White,Male,23,<=50K
57,Private,Some-college,10,Married-civ-spouse,Other-service,White,Female,19,>50K
36,Private,HS-grad,9,Divorced,Exec-managerial,White,Male,45,<=50K
44,Self-emp-not-inc,Masters,14,Never-married,Sales,White,Male,58,<=50K
62,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,62,<=50K
37,Private,HS-grad,9,Never-married,Transport-moving,White,Male,23,>50K
27,Self-emp-inc,HS-grad,9,Divorced,Prof-specialty,White,Male,61,>50K
26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Black,Male,38,>50K
30,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Male,62,<=50K
58,Private,Bachelors,13,Never-married,Protective-serv,White,Male,26,<=50K
18,Federal-gov,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,43,<=50K
42,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Other-service,White,Female,59,<=50K
39,Private,5th-6th,3,Widowed,Exec-managerial,White,Female,42,>50K
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,42,<=50K
66,Private,HS-grad,9,Separated,Prof-specialty,White,Female,44,<=50K
60,Private,Bachelors,13,Never-married,Other-service,White,Female,63,<=50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,White,Male,38,>50K
26,Private,Some-college,10,Divorced,Other-service,White,Male,44,<=50K
42,Private,Some-college,10,Divorced,Handlers-cleaners,White,Female,23,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Female,26,>50K
17,Private,10th,6,Married-civ-spouse,Protective-serv,White,Female,43,<=50K
67,Private,HS-grad,9,Separated,Adm-clerical,White,Male,44,<=50K
21,Private,9th,5,Divorced,Adm-clerical,White,Female,64,<=50K
40,Private,Prof-school,15,Married-civ-spouse,Protective-serv,White,Female,23,<=50K
66,Private,HS-grad,9,Married-civ-spouse,Sales,White,Female,62,<=50K
56,Federal-gov,5th-6th,3,Married-civ-spouse,Prof-specialty,White,Male,28,>50K
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Female,24,>50K
29,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Other-service,White,Female,20,<=50K
62,Private,HS-grad,9,Married-civ-spouse,Tech-support,White,Male,57,<=50K
40,Private,HS-grad,9,Widowed,Handlers-cleaners,White,Female,43,<=50K
63,Private,Bachelors,13,Never-married,Adm-clerical,White,Female,28,>50K
20,Private,Some-college,10,Never-married,Farming-fishing,White,Male,32,>50K
35,Self-emp-inc,HS-grad,9,Never-married,Adm-clerical,White,Male,23,>50K
62,Private,Bachelors,13,Married-civ-spouse,Other-service,White,Male,47,>50K
20,Private,HS-grad,9,Married-civ-spouse,Armed-Forces,White,Male,26,<=50K
37,Private,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,44,<=50K
20,Private,HS-grad,9,Divorced,Craft-repair,White,Male,60,>50K
40,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,55,<=50K
37,Private,HS-grad,9,Never-married,Other-service,White,Female,19,<=50K
26,State-gov,HS-grad,9,Divorced,Tech-support,Black,Female,41,<=50K
18,Private,Bachelors,13,Never-married,Tech-support,White,Male,44,<=50K
20,Private,9th,5,Married-spouse-absent,Machine-op-inspct,White,Male,59,<=50K
24,State-gov,7th-8th,4,Married-civ-spouse,Machine-op-inspct,White,Female,63,<=50K
22,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,41,<=50K
64,Private,HS-grad,9,Divorced,Exec-managerial,White,Male,24,>50K
24,Private,Assoc-voc,11,Divorced,Transport-moving,White,Female,63,<=50K
45,Self-emp-not-inc,9th,5,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
37,Private,Some-college,10,Never-married,Adm-clerical,White,Male,39,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,White,Male,60,<=50K
35,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,White,Male,42,<=50K
60,Self-emp-inc,Bachelors,13,Married-civ-spouse,Priv-house-serv,Other,Female,23,<=50K
63,Private,HS-grad,9,Never-married,Transport-moving,White,Female,60,<=50K
35,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,White,Male,42,>50K
64,Private,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,37,>50K
62,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,45,<=50K
26,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,44,<=50K
43,Without-pay,Masters,14,Married-civ-spouse,Adm-clerical,White,Male,22,>50K
64,Private,1st-4th,2,Never-married,Other-service,Black,Male,26,<=50K
31,Private,HS-grad,9,Widowed,Transport-moving,White,Female,41,>50K
30,Local-gov,Bachelors,13,Never-married,Exec-managerial,White,Male,38,<=50K
27,Private,Bachelors,13,Never-married,Adm-clerical,White,Female,43,<=50K
