age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
62,Private,Some-college,10,Widowed,Other-service,White,Male,20,<=50K
51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Other,Female,55,>50K
29,Private,HS-grad,9,Divorced,Transport-moving,White,Female,45,<=50K
41,Federal-gov,Bachelors,13,Widowed,Other-service,Black,Male,30,<=50K
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
48,Self-emp-not-inc,Assoc-voc,11,Widowed,Exec-managerial,Black,Male,80,>50K
24,Self-emp-not-inc,Prof-school,15,Widowed,Prof-specialty,Other,Female,60,>50K
43,Self-emp-not-inc,Some-college,10,Widowed,Other-service,Other,Female,55,>50K
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,White,Male,35,<=50K
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,White,Male,45,>50K
23,Private,Some-college,10,Divorced,Craft-repair,Black,Male,35,<=50K
48,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,55,>50K
51,Private,Some-college,10,Married-civ-spouse,Sales,Black,Male,35,>50K
22,Private,Bachelors,13,Never-married,Craft-repair,White,Male,40,<=50K
56,Self-emp-not-inc,Assoc-voc,11,Divorced,Exec-managerial,White,Male,60,>50K
41,Self-emp-inc,Some-college,10,Never-married,Craft-repair,White,Male,45,>50K
27,Private,Bachelors,13,Married-civ-spouse,Sales,Black,Male,40,<=50K
34,Federal-gov,Some-college,10,Never-married,Craft-repair,White,Male,45,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Sales,Black,Male,40,>50K
59,Self-emp-inc,Assoc-voc,11,Divorced,Exec-managerial,White,Male,55,>50K
48,Private,Bachelors,13,Married-civ-spouse,Sales,Black,Male,40,>50K
29,Federal-gov,Some-college,10,Never-married,Adm-clerical,White,Male,35,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,Black,Male,45,>50K
42,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,White,Male,55,>50K
25,Self-emp-not-inc,10th,6,Never-married,Sales,White,Male,35,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,30,>50K
28,Local-gov,Bachelors,13,Divorced,Exec-managerial,White,Male,45,>50K
55,State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Black,Male,48,<=50K
31,Private,HS-grad,9,Never-married,Sales,White,Female,28,<=50K
45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,50,>50K
52,Private,10th,6,Divorced,Sales,White,Male,35,<=50K
30,Local-gov,HS-grad,9,Never-married,Protective-serv,Asian-Pac-Islander,Female,40,<=50K
48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
27,Private,Assoc-voc,11,Never-married,Tech-support,Black,Male,25,<=50K
39,State-gov,HS-grad,9,Never-married,Sales,Asian-Pac-Islander,Female,32,<=50K
44,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,45,>50K
51,Private,10th,6,Never-married,Machine-op-inspct,Black,Male,38,<=50K
41,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Asian-Pac-Islander,Female,30,>50K
20,Local-gov,Bachelors,13,Never-married,Exec-managerial,White,Male,40,>50K
42,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,35,<=50K
29,State-gov,Bachelors,13,Never-married,Tech-support,Black,Male,28,<=50K
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,White,Male,42,>50K
36,Local-gov,10th,6,Never-married,Protective-serv,Asian-Pac-Islander,Female,40,<=50K
46,Private,Bachelors,13,Divorced,Craft-repair,White,Male,55,>50K
38,State-gov,Bachelors,13,Never-married,Exec-managerial,Black,Male,45,>50K
22,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,25,<=50K
40,Local-gov,Bachelors,13,Never-married,Machine-op-inspct,White,Male,38,>50K
26,Private,Assoc-voc,11,Never-married,Tech-support,Black,Male,32,<=50K
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,60,>50K
38,Private,Some-college,10,Never-married,Other-service,White,Female,35,<=50K
28,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,48,>50K
41,Private,Some-college,10,Never-married,Craft-repair,Asian-Pac-Islander,Female,45,<=50K
48,Private,Bachelors,13,Divorced,Craft-repair,Asian-Pac-Islander,Female,60,>50K
51,Private,Bachelors,13,Never-married,Sales,Asian-Pac-Islander,Male,65,>50K
41,Private,Bachelors,13,Never-married,Sales,Asian-Pac-Islander,Male,70,>50K
42,Private,HS-grad,9,Divorced,Sales,Asian-Pac-Islander,Male,60,>50K
36,Local-gov,Bachelors,13,Never-married,Other-service,Asian-Pac-Islander,Female,70,>50K
51,Self-emp-inc,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Female,60,>50K
38,Local-gov,Some-college,10,Never-married,Craft-repair,White,Female,35,<=50K
32,Local-gov,HS-grad,9,Never-married,Craft-repair,White,Female,40,<=50K
48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,60,>50K
28,Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Black,Male,65,>50K
39,Local-gov,Bachelors,13,Never-married,Craft-repair,White,Female,45,<=50K
57,Self-emp-inc,Doctorate,16,Never-married,Exec-managerial,White,Male,55,>50K
26,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Black,Female,35,<=50K
51,Self-emp-inc,HS-grad,9,Never-married,Transport-moving,White,Female,55,<=50K
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,70,>50K
40,Local-gov,HS-grad,9,Never-married,Transport-moving,White,Male,60,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Black,Male,55,>50K
17,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Black,Male,45,>50K
38,Self-emp-inc,Doctorate,16,Married-civ-spouse,Craft-repair,White,Female,55,>50K
24,Self-emp-inc,HS-grad,9,Never-married,Craft-repair,White,Female,40,<=50K
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,White,Male,55,>50K
48,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Sales,White,Male,55,>50K
51,Private,Some-college,10,Married-civ-spouse,Protective-serv,Asian-Pac-Islander,Female,35,<=50K
21,State-gov,HS-grad,9,Never-married,Adm-clerical,White,Male,40,<=50K
58,Private,Bachelors,13,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,20,>50K
49,Private,Some-college,10,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,35,>50K
41,Self-emp-not-inc,Doctorate,16,Never-married,Adm-clerical,White,Male,25,>50K
60,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,White,Male,55,>50K
57,Private,Some-college,10,Never-married,Adm-clerical,Asian-Pac-Islander,Female,20,<=50K
48,State-gov,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,>50K
49,Private,Doctorate,16,Divorced,Sales,Asian-Pac-Islander,Female,30,>50K
60,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,45,>50K
58,Private,Bachelors,13,Never-married,Sales,Asian-Pac-Islander,Female,35,>50K
40,Private,Some-college,10,Never-married,Other-service,Asian-Pac-Islander,Male,28,<=50K
29,Self-emp-not-inc,Assoc-voc,11,Divorced,Adm-clerical,White,Female,32,>50K
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,20,<=50K
36,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,White,Male,51,>50K
28,Self-emp-inc,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,25,>50K
44,Local-gov,Bachelors,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
30,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,Black,Male,32,>50K
46,Private,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,22,<=50K
39,Self-emp-not-inc,Bachelors,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,29,>50K
47,Private,Bachelors,13,Never-married,Protective-serv,Black,Male,30,>50K
42,Self-emp-inc,Some-college,10,Divorced,Other-service,Asian-Pac-Islander,Female,24,<=50K
38,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Asian-Pac-Islander,Female,44,>50K
46,Private,HS-grad,9,Never-married,Transport-moving,White,Female,55,<=50K
51,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Black,Male,65,>50K
40,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other,Male,30,<=50K
48,Private,HS-grad,9,Never-married,Sales,White,Female,45,>50K
