age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,income
25,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,38,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,55,<=50K
54,Local-gov,HS-grad,9,Widowed,Exec-managerial,White,Female,46,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,62,<=50K
32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,60,<=50K
25,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,White,Male,43,<=50K
47,Self-emp-inc,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,White,Female,57,<=50K
63,Private,HS-grad,9,Never-married,Machine-op-inspct,Other,Male,70,<=50K
79,Private,Bachelors,13,Never-married,Transport-moving,White,Male,44,<=50K
52,Private,HS-grad,9,Divorced,Adm-clerical,White,Male,35,<=50K
17,Private,Some-college,10,Divorced,Craft-repair,Black,Male,43,>50K
60,Private,HS-grad,9,Never-married,Craft-repair,White,Male,47,<=50K
60,Private,Assoc-acdm,12,Never-married,Prof-specialty,White,Female,59,<=50K
46,Private,10th,6,Married-civ-spouse,Exec-managerial,White,Male,41,>50K
22,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,White,Male,69,<=50K
19,Private,Prof-school,15,Divorced,Machine-op-inspct,White,Female,49,<=50K
62,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,White,Male,70,>50K
39,Private,Some-college,10,Never-married,Prof-specialty,White,Male,45,>50K
28,Private,HS-grad,9,Never-married,Tech-support,White,Female,45,<=50K
47,Private,9th,5,Married-civ-spouse,Machine-op-inspct,White,Female,46,<=50K
20,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Female,45,<=50K
18,Private,Bachelors,13,Never-married,Exec-managerial,White,Female,46,<=50K
62,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,45,<=50K
79,Local-gov,HS-grad,9,Separated,Transport-moving,White,Male,67,<=50K
43,Private,Bachelors,13,Never-married,Machine-op-inspct,White,Female,43,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,White,Male,42,<=50K
37,State-gov,Assoc-acdm,12,Never-married,Exec-managerial,Asian-Pac-Islander,Male,70,>50K
29,Private,Some-college,10,Never-married,Machine-op-inspct,White,Male,42,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Female,70,<=50K
36,Private,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,44,<=50K
56,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Female,47,<=50K
30,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,White,Male,43,>50K
26,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Female,43,>50K
38,Private,Bachelors,13,Married-civ-spouse,Tech-support,Black,Male,43,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,45,<=50K
44,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,39,<=50K
42,Local-gov,Masters,14,Never-married,Adm-clerical,White,Female,41,<=50K
21,Private,10th,6,Divorced,Adm-clerical,White,Female,41,<=50K
53,Self-emp-inc,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,70,<=50K
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,White,Female,58,<=50K
38,Private,11th,7,Never-married,Craft-repair,White,Male,41,<=50K
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
53,Private,7th-8th,4,Never-married,Exec-managerial,Black,Male,70,<=50K
46,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Male,39,>50K
38,State-gov,HS-grad,9,Never-married,Tech-support,White,Female,70,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,43,<=50K
17,Private,10th,6,Never-married,Craft-repair,White,Female,41,<=50K
63,State-gov,Some-college,10,Widowed,Adm-clerical,Black,Male,51,<=50K
35,Private,9th,5,Never-married,Machine-op-inspct,White,Male,44,>50K
19,Private,HS-grad,9,Never-married,Craft-repair,White,Male,38,<=50K
21,Private,HS-grad,9,Married-spouse-absent,Sales,White,Female,44,<=50K
40,Private,Some-college,10,Never-married,Tech-support,White,Female,47,>50K
56,Private,Bachelors,13,Never-married,Adm-clerical,White,Male,44,<=50K
21,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,43,<=50K
76,Private,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,42,<=50K
40,Private,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,White,Female,56,>50K
18,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Black,Male,38,<=50K
73,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,70,<=50K
20,Private,Masters,14,Never-married,Sales,White,Female,46,<=50K
28,Private,HS-grad,9,Never-married,Adm-clerical,Black,Male,48,<=50K
40,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,White,Male,37,<=50K
53,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,White,Male,43,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,45,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,54,<=50K
35,Private,HS-grad,9,Divorced,Protective-serv,White,Male,37,<=50K
41,Private,Bachelors,13,Never-married,Machine-op-inspct,White,Male,43,>50K
79,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Other,Male,46,>50K
32,Private,Bachelors,13,Never-married,Exec-managerial,Other,Male,48,>50K
45,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,70,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,44,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,70,<=50K
34,Private,Bachelors,13,Never-married,Machine-op-inspct,White,Male,43,<=50K
