row_id,dataset,train_size,seed,method,source,primary_method,is_refill,refill_attempt
0,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
1,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
2,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
3,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
4,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
5,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
6,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
7,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
8,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
9,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
10,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
11,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
12,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
13,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
14,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
15,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
16,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
17,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
18,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
19,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
20,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
21,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
22,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
23,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
24,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
25,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
26,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
27,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
28,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
29,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
30,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
31,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
32,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
33,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
34,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
35,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
36,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
37,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
38,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
39,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
40,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
41,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
42,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
43,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
44,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
45,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
46,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
47,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
48,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
49,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
50,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
51,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
52,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
53,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
54,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
55,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
56,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
57,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
58,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
59,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
60,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
61,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
62,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
63,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
64,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
65,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
66,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
67,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
68,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
69,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
70,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
71,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
72,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
73,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
74,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
75,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
76,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
77,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
78,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
79,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
80,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
81,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
82,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
83,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
84,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
85,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
86,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
87,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
88,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
89,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
90,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
91,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
92,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
93,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
94,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
95,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
96,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
97,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
98,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
99,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
100,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
101,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
102,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
103,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
104,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
105,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
106,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
107,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
108,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
109,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
110,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
111,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
112,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
113,adult,500,123,fallback_only,fallback_only,fallback_only,True,0
