row_id,dataset,train_size,seed,method,source,primary_method,is_refill,refill_attempt
0,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
1,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
2,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
3,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
4,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
5,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
6,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
7,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
8,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
9,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
10,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
11,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
12,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
13,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
14,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
15,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
16,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
17,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
18,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
19,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
20,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
21,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
22,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
23,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
24,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
25,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
26,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
27,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
28,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
29,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
30,adult,100,123,fallback_only,fallback_only,fallback_only,True,0
